date,state,district,pincode,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,age_0_5,age_5_17,age_18_greater,total_5_17
2025-08-11,Maharashtra,Mumbai Suburban,400024,9,5,1,10,2,0,0,10
2025-08-11,Maharashtra,Mumbai Suburban,400065,21,2,2,22,1,0,0,23
2025-08-11,Maharashtra,Mumbai Suburban,400068,21,15,4,36,4,0,0,25
2025-08-11,Maharashtra,Mumbai Suburban,400070,49,17,9,34,7,1,0,58
2025-08-11,Maharashtra,Mumbai Suburban,400077,3,2,1,10,1,0,0,4
2025-08-11,Maharashtra,Mumbai Suburban,400080,26,10,4,24,2,1,0,30
2025-08-11,Maharashtra,Mumbai Suburban,400081,10,4,1,7,1,0,0,11
2025-08-11,Maharashtra,Mumbai Suburban,400082,2,2,0,3,0,1,0,2
2025-08-11,Maharashtra,Mumbai Suburban,400091,8,5,0,5,0,1,0,8
2025-08-11,Maharashtra,Mumbai Suburban,400092,4,11,3,21,1,0,0,7
2025-08-11,Maharashtra,Mumbai Suburban,400099,3,2,3,7,0,1,0,6
2025-01-11,Maharashtra,Mumbai Suburban,400056,1,0,1,2,3,0,0,2
2025-01-11,Maharashtra,Mumbai Suburban,400063,9,4,1,24,1,0,0,10
2025-01-11,Maharashtra,Mumbai Suburban,400064,7,5,3,22,1,0,0,10
2025-01-11,Maharashtra,Mumbai Suburban,400075,5,4,0,20,1,0,0,5
2025-01-11,Maharashtra,Mumbai Suburban,400077,4,2,0,10,1,0,0,4
2025-01-11,Maharashtra,Mumbai Suburban,400089,9,2,0,13,2,0,0,9
2025-01-11,Maharashtra,Mumbai Suburban,400091,0,2,0,14,1,0,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400059,6,2,2,7,0,1,0,8
2025-02-11,Maharashtra,Mumbai Suburban,400063,0,1,0,4,6,1,0,0
2025-02-11,Maharashtra,Mumbai Suburban,400072,14,6,5,36,11,6,0,19
2025-02-11,Maharashtra,Mumbai Suburban,400078,1,0,0,13,11,3,0,1
2025-02-11,Maharashtra,Mumbai Suburban,400079,5,10,0,15,4,0,0,5
2025-02-11,Maharashtra,Mumbai Suburban,400082,1,0,0,1,0,1,0,1
2025-02-11,Maharashtra,Mumbai Suburban,400093,3,3,0,10,4,1,0,3
2025-09-11,Maharashtra,Mumbai Suburban,400070,12,0,3,13,7,1,0,15
2025-09-11,Maharashtra,Mumbai Suburban,400074,1,1,1,13,5,0,0,2
2025-09-11,Maharashtra,Mumbai Suburban,400086,1,3,0,10,2,0,0,1
2025-09-11,Maharashtra,Mumbai Suburban,400088,2,3,0,26,3,0,0,2
2025-09-11,Maharashtra,Mumbai Suburban,400102,4,1,2,9,7,2,0,6
2025-10-11,Maharashtra,Mumbai Suburban,400042,9,3,1,9,4,0,0,10
2025-10-11,Maharashtra,Mumbai Suburban,400043,58,56,6,69,12,1,0,64
2025-10-11,Maharashtra,Mumbai Suburban,400053,0,12,1,24,2,3,0,1
2025-10-11,Maharashtra,Mumbai Suburban,400058,10,7,1,19,2,0,0,11
2025-10-11,Maharashtra,Mumbai Suburban,400061,2,7,0,7,1,0,0,2
2025-10-11,Maharashtra,Mumbai Suburban,400064,14,8,0,11,1,0,0,14
2025-10-11,Maharashtra,Mumbai Suburban,400066,16,8,3,23,4,0,0,19
2025-10-11,Maharashtra,Mumbai Suburban,400074,19,12,4,16,3,0,0,23
2025-10-11,Maharashtra,Mumbai Suburban,400076,4,3,0,10,2,0,0,4
2025-10-11,Maharashtra,Mumbai Suburban,400077,6,4,1,13,2,0,0,7
2025-10-11,Maharashtra,Mumbai Suburban,400099,5,5,3,25,3,0,0,8
2025-10-11,Maharashtra,Mumbai Suburban,400103,5,2,2,12,2,1,0,7
2025-06-11,Maharashtra,Mumbai Suburban,400043,54,64,11,71,3,3,0,65
2025-06-11,Maharashtra,Mumbai Suburban,400055,12,12,0,24,3,2,0,12
2025-06-11,Maharashtra,Mumbai Suburban,400064,21,8,3,19,1,0,1,24
2025-06-11,Maharashtra,Mumbai Suburban,400067,39,33,3,61,2,0,3,42
2025-06-11,Maharashtra,Mumbai Suburban,400069,10,5,2,10,0,1,0,12
2025-06-11,Maharashtra,Mumbai Suburban,400072,24,10,7,70,5,0,0,31
2025-06-11,Maharashtra,Mumbai Suburban,400075,12,4,2,28,1,0,0,14
2025-06-11,Maharashtra,Mumbai Suburban,400092,7,9,4,24,1,0,3,11
2025-06-11,Maharashtra,Mumbai Suburban,400097,50,28,7,63,4,1,2,57
2025-06-11,Maharashtra,Mumbai Suburban,400104,21,13,5,39,1,1,0,26
2025-03-11,Maharashtra,Mumbai Suburban,400042,7,9,1,8,2,0,0,8
2025-03-11,Maharashtra,Mumbai Suburban,400043,60,68,11,79,6,3,0,71
2025-03-11,Maharashtra,Mumbai Suburban,400055,14,13,4,25,2,0,0,18
2025-03-11,Maharashtra,Mumbai Suburban,400059,17,5,3,24,1,0,0,20
2025-03-11,Maharashtra,Mumbai Suburban,400063,4,7,1,17,1,0,0,5
2025-03-11,Maharashtra,Mumbai Suburban,400064,28,7,1,26,0,1,0,29
2025-03-11,Maharashtra,Mumbai Suburban,400079,5,2,0,9,0,1,0,5
2025-03-11,Maharashtra,Mumbai Suburban,400095,20,25,2,41,1,1,0,22
2025-12-11,Maharashtra,Mumbai Suburban,400066,17,12,1,42,1,0,0,18
2025-12-11,Maharashtra,Mumbai Suburban,400072,51,24,3,49,3,1,0,54
2025-12-11,Maharashtra,Mumbai Suburban,400078,29,13,2,46,3,2,0,31
2025-12-11,Maharashtra,Mumbai Suburban,400082,2,0,1,1,1,0,0,3
2025-12-11,Maharashtra,Mumbai Suburban,400104,11,13,1,42,5,0,0,12
2025-05-11,Maharashtra,Mumbai Suburban,400042,1,0,1,7,1,2,0,2
2025-05-11,Maharashtra,Mumbai Suburban,400060,3,6,2,18,3,0,0,5
2025-05-11,Maharashtra,Mumbai Suburban,400063,2,1,0,9,3,1,0,2
2025-05-11,Maharashtra,Mumbai Suburban,400067,11,6,4,42,6,6,0,15
2025-05-11,Maharashtra,Mumbai Suburban,400070,31,15,3,28,10,1,0,34
2025-05-11,Maharashtra,Mumbai Suburban,400071,5,7,2,9,2,0,0,7
2025-05-11,Maharashtra,Mumbai Suburban,400080,0,2,1,27,6,2,0,1
2025-11-11,Maharashtra,Mumbai Suburban,400054,3,5,1,11,1,0,0,4
2025-11-11,Maharashtra,Mumbai Suburban,400059,24,6,5,16,1,1,1,29
2025-11-11,Maharashtra,Mumbai Suburban,400067,29,31,6,58,1,2,0,35
2025-11-11,Maharashtra,Mumbai Suburban,400070,84,32,11,45,6,2,1,95
2025-11-11,Maharashtra,Mumbai Suburban,400072,52,19,6,42,2,2,0,58
2025-11-11,Maharashtra,Mumbai Suburban,400081,6,4,2,13,1,0,0,8
2025-11-11,Maharashtra,Mumbai Suburban,400086,33,17,1,26,3,1,0,34
2025-11-11,Maharashtra,Mumbai Suburban,400102,10,9,5,35,3,0,1,15
2025-11-11,Maharashtra,Mumbai Suburban,400104,22,10,7,45,2,0,0,29
2025-01-07,Maharashtra,Mumbai Suburban,400072,9,15,199,1435,495,364,23,208
2025-01-09,Maharashtra,Mumbai Suburban,400061,3,1,2,11,0,1,0,5
2025-01-09,Maharashtra,Mumbai Suburban,400066,22,15,0,17,1,0,0,22
2025-01-09,Maharashtra,Mumbai Suburban,400080,9,9,3,18,4,1,0,12
2025-01-09,Maharashtra,Mumbai Suburban,400092,7,9,1,16,4,1,0,8
2025-01-09,Maharashtra,Mumbai Suburban,400095,16,13,8,38,3,0,0,24
2025-03-09,Maharashtra,Mumbai Suburban,400050,1,15,2,9,1,0,1,3
2025-03-09,Maharashtra,Mumbai Suburban,400055,11,16,0,11,1,1,0,11
2025-03-09,Maharashtra,Mumbai Suburban,400057,4,4,1,6,0,1,0,5
2025-03-09,Maharashtra,Mumbai Suburban,400083,9,9,1,13,2,0,0,10
2025-03-09,Maharashtra,Mumbai Suburban,400095,12,19,5,30,4,6,0,17
2025-09-09,Maharashtra,Mumbai Suburban,400050,7,14,3,16,2,1,0,10
2025-09-09,Maharashtra,Mumbai Suburban,400057,0,1,1,11,2,0,0,1
2025-09-09,Maharashtra,Mumbai Suburban,400068,6,12,2,24,3,0,0,8
2025-09-09,Maharashtra,Mumbai Suburban,400071,9,9,0,15,1,0,0,9
2025-09-09,Maharashtra,Mumbai Suburban,400074,10,8,1,19,4,1,0,11
2025-09-09,Maharashtra,Mumbai Suburban,400076,3,3,1,14,1,0,0,4
2025-09-09,Maharashtra,Mumbai Suburban,400079,2,3,2,8,1,0,0,4
2025-09-09,Maharashtra,Mumbai Suburban,400095,7,22,4,34,1,5,0,11
2025-02-09,Maharashtra,Mumbai Suburban,400078,8,3,4,23,2,0,0,12
2025-02-09,Maharashtra,Mumbai Suburban,400088,7,7,1,12,4,0,1,8
2025-02-09,Maharashtra,Mumbai Suburban,400097,14,7,5,32,4,0,0,19
2025-07-09,Maharashtra,Mumbai Suburban,400050,10,6,0,2,3,0,0,10
2025-07-09,Maharashtra,Mumbai Suburban,400067,1,4,1,20,3,0,0,2
2025-07-09,Maharashtra,Mumbai Suburban,400072,6,0,0,10,1,1,0,6
2025-07-09,Maharashtra,Mumbai Suburban,400076,1,1,0,1,1,0,0,1
2025-07-09,Maharashtra,Mumbai Suburban,400086,1,4,0,5,2,0,0,1
2025-07-09,Maharashtra,Mumbai Suburban,400097,0,1,2,24,1,3,0,2
2025-07-09,Maharashtra,Mumbai Suburban,400104,1,4,1,11,0,2,0,2
2025-06-09,Maharashtra,Mumbai Suburban,400097,15,15,1,31,6,3,0,16
2025-08-09,Maharashtra,Mumbai Suburban,400054,3,1,0,6,1,0,1,3
2025-08-09,Maharashtra,Mumbai Suburban,400064,1,4,0,12,1,0,0,1
2025-08-09,Maharashtra,Mumbai Suburban,400066,2,1,3,19,1,0,0,5
2025-08-09,Maharashtra,Mumbai Suburban,400070,5,4,3,21,3,0,0,8
2025-08-09,Maharashtra,Mumbai Suburban,400072,12,5,3,33,1,0,0,15
2025-08-09,Maharashtra,Mumbai Suburban,400077,3,0,1,7,1,0,0,4
2025-08-09,Maharashtra,Mumbai Suburban,400089,0,1,2,3,0,2,0,2
2025-08-09,Maharashtra,Mumbai Suburban,400093,4,0,1,11,2,0,0,5
2025-08-09,Maharashtra,Mumbai Suburban,400099,0,1,1,6,0,1,0,1
2025-12-09,Maharashtra,Mumbai Suburban,400060,21,10,2,19,2,0,0,23
2025-12-09,Maharashtra,Mumbai Suburban,400065,16,5,0,15,2,3,0,16
2025-12-09,Maharashtra,Mumbai Suburban,400083,6,13,2,22,1,0,0,8
2025-12-09,Maharashtra,Mumbai Suburban,400086,66,6,0,22,1,0,0,66
2025-12-09,Maharashtra,Mumbai Suburban,400088,15,10,1,26,6,3,0,16
2025-12-09,Maharashtra,Mumbai Suburban,400091,2,0,0,7,1,0,0,2
2025-12-09,Maharashtra,Mumbai Suburban,400097,51,17,6,34,3,2,0,57
2025-05-09,Maharashtra,Mumbai Suburban,400055,4,2,2,15,1,0,0,6
2025-05-09,Maharashtra,Mumbai Suburban,400058,5,1,0,17,2,0,0,5
2025-05-09,Maharashtra,Mumbai Suburban,400068,6,9,2,22,0,2,0,8
2025-05-09,Maharashtra,Mumbai Suburban,400071,2,5,2,12,1,2,0,4
2025-05-09,Maharashtra,Mumbai Suburban,400079,2,3,0,2,2,0,0,2
2025-05-09,Maharashtra,Mumbai Suburban,400082,1,0,0,1,1,0,0,1
2025-05-09,Maharashtra,Mumbai Suburban,400095,6,7,1,27,1,0,1,7
2025-06-09,Maharashtra,Mumbai Suburban,400043,13,24,9,29,1,3,0,22
2025-06-09,Maharashtra,Mumbai Suburban,400058,4,5,1,18,1,0,0,5
2025-06-09,Maharashtra,Mumbai Suburban,400066,7,10,2,24,1,2,0,9
2025-06-09,Maharashtra,Mumbai Suburban,400067,15,13,4,35,2,1,0,19
2025-06-09,Maharashtra,Mumbai Suburban,400068,13,6,0,31,1,0,0,13
2025-04-09,Maharashtra,Mumbai Suburban,400042,3,3,0,11,2,0,0,3
2025-04-09,Maharashtra,Mumbai Suburban,400043,23,17,2,54,7,3,0,25
2025-04-09,Maharashtra,Mumbai Suburban,400049,2,1,1,8,1,0,0,3
2025-04-09,Maharashtra,Mumbai Suburban,400064,2,2,1,18,2,1,0,3
2025-04-09,Maharashtra,Mumbai Suburban,400079,10,3,0,2,1,0,0,10
2025-04-09,Maharashtra,Mumbai Suburban,400080,0,1,0,23,0,1,0,0
2025-04-09,Maharashtra,Mumbai Suburban,400083,1,10,1,12,1,0,0,2
2025-04-09,Maharashtra,Mumbai Suburban,400086,7,11,1,19,5,2,0,8
2025-04-09,Maharashtra,Mumbai Suburban,400093,5,0,0,12,1,1,0,5
2025-04-09,Maharashtra,Mumbai Suburban,400102,0,2,1,21,5,1,0,1
2025-04-09,Maharashtra,Mumbai Suburban,400104,6,9,1,22,2,0,0,7
2025-11-09,Maharashtra,Mumbai Suburban,400043,74,66,10,61,19,7,0,84
2025-11-09,Maharashtra,Mumbai Suburban,400050,17,15,3,19,1,0,0,20
2025-11-09,Maharashtra,Mumbai Suburban,400065,13,6,1,8,1,1,0,14
2025-11-09,Maharashtra,Mumbai Suburban,400068,26,11,1,45,6,3,0,27
2025-11-09,Maharashtra,Mumbai Suburban,400072,55,22,10,37,7,4,0,65
2025-11-09,Maharashtra,Mumbai Suburban,400084,19,1,0,10,2,0,0,19
2025-11-09,Maharashtra,Mumbai Suburban,400088,14,13,5,20,3,0,0,19
2025-10-09,Maharashtra,Mumbai Suburban,400049,0,3,1,4,1,0,0,1
2025-10-09,Maharashtra,Mumbai Suburban,400063,1,7,0,7,1,0,0,1
2025-10-09,Maharashtra,Mumbai Suburban,400068,26,18,5,34,1,1,0,31
2025-10-09,Maharashtra,Mumbai Suburban,400074,6,6,2,10,2,1,0,8
2025-10-09,Maharashtra,Mumbai Suburban,400077,4,6,1,19,2,1,0,5
2025-10-09,Maharashtra,Mumbai Suburban,400078,12,5,2,17,2,0,0,14
2025-10-09,Maharashtra,Mumbai Suburban,400079,9,5,2,7,1,0,0,11
2025-10-09,Maharashtra,Mumbai Suburban,400094,2,2,1,2,1,0,0,3
2025-10-09,Maharashtra,Mumbai Suburban,400097,18,15,7,47,3,1,0,25
2026-03-01,Maharashtra,Mumbai Suburban,400067,4,3,2,9,0,1,0,6
2026-03-01,Maharashtra,Mumbai Suburban,400078,8,3,0,4,1,0,0,8
